cnpj,cnpj_basico,identificador_matriz_filial,situacao_cadastral,data_situacao_cadastral,data_de_inicio_atividade,cnae_fiscal_principal,uf,município,natureza_juridica,capital_social_da_empresa,porte_da_empresa,descricao,denominacoes
06955072000179,06955072,MATRIZ,ATIVA,2023-08-30,20040823,8211300,SP,6145,2062,"10000,00",DEMAIS,Serviços combinados de escritório e apoio administrativo,ALOJAMENTO E ALIMENTAÇÃO
04696764000114,04696764,MATRIZ,ATIVA,2023-03-16,20010828,4520006,SP,6487,2135,"50000,00",MICRO EMPRESA,Serviços de borracharia para veículos automotores,ALOJAMENTO E ALIMENTAÇÃO
65782815000115,65782815,MATRIZ,ATIVA,2024-01-05,19910416,4744001,SP,7107,2062,"0,00",MICRO EMPRESA,Comércio varejista de ferragens e ferramentas,ALOJAMENTO E ALIMENTAÇÃO
69127900000109,69127900,MATRIZ,ATIVA,2024-01-03,19930108,8299799,SP,7107,2240,"5000,00",MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,ALOJAMENTO E ALIMENTAÇÃO
02036798000157,02036798,MATRIZ,ATIVA,2023-07-12,19970717,9529102,SP,7107,2240,"0,00",MICRO EMPRESA,Chaveiros,ALOJAMENTO E ALIMENTAÇÃO
09259775000150,09259775,MATRIZ,ATIVA,2024-01-03,20070926,4120400,SP,6291,2062,"5000,00",MICRO EMPRESA,Construção de edifícios,ALOJAMENTO E ALIMENTAÇÃO
00426093000200,00426093,FILIAL,ATIVA,2023-01-27,19970618,7490101,SP,7107,2062,"0,00",MICRO EMPRESA,"Serviços de tradução, interpretação e similares",ALOJAMENTO E ALIMENTAÇÃO
06974458000128,06974458,MATRIZ,ATIVA,2023-10-30,20040809,4789099,SP,7107,2135,"30000,00",MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
04701497000126,04701497,MATRIZ,ATIVA,2023-12-21,20010726,1412601,SP,6789,2135,"0,00",DEMAIS,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",ALOJAMENTO E ALIMENTAÇÃO
65889040000181,65889040,MATRIZ,ATIVA,2023-02-06,19910730,4330402,SP,7107,2240,"0,00",DEMAIS,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material",ALOJAMENTO E ALIMENTAÇÃO
69246486000149,69246486,MATRIZ,ATIVA,2023-12-07,19921228,5611203,SP,7005,2062,"50000,00",MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares",ALOJAMENTO E ALIMENTAÇÃO
02099469000155,02099469,MATRIZ,ATIVA,2023-07-10,19970902,8219999,SP,6425,2062,"10000,00",MICRO EMPRESA,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
00455276000164,00455276,MATRIZ,ATIVA,2023-07-21,19950221,2512800,SP,6249,2135,"15000,00",MICRO EMPRESA,Fabricação de esquadrias de metal,ALOJAMENTO E ALIMENTAÇÃO
06974814000103,06974814,MATRIZ,ATIVA,2023-03-10,20040811,8291100,SP,7107,2062,"3000,00",MICRO EMPRESA,Atividades de cobranças e informações cadastrais,ALOJAMENTO E ALIMENTAÇÃO
11017673000170,11017673,MATRIZ,ATIVA,2023-11-10,20090724,6911701,SP,7107,2232,"20000,00",DEMAIS,Serviços advocatícios,ALOJAMENTO E ALIMENTAÇÃO
04744781002808,04744781,FILIAL,ATIVA,2023-11-23,20031110,4781400,SP,7107,2062,"13000000,00",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
04744781008407,04744781,FILIAL,ATIVA,2023-11-23,20061004,4781400,SP,7071,2062,"13000000,00",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
04744781009136,04744781,FILIAL,ATIVA,2023-11-23,20080220,4781400,SP,7097,2062,"13000000,00",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
65988099000127,65988099,MATRIZ,ATIVA,2024-01-04,19910529,4321500,SP,6291,2062,"110000,00",MICRO EMPRESA,Instalação e manutenção elétrica,ALOJAMENTO E ALIMENTAÇÃO
69293355000112,69293355,MATRIZ,ATIVA,2023-09-29,19930108,7319002,SP,7107,2062,"5000,00",MICRO EMPRESA,Promoção de vendas,ALOJAMENTO E ALIMENTAÇÃO
02126157000193,02126157,MATRIZ,ATIVA,2023-04-16,19970909,7723300,SP,6291,2062,"0,00",MICRO EMPRESA,"Aluguel de objetos do vestuário, jóias e acessórios",ALOJAMENTO E ALIMENTAÇÃO
09260418000102,09260418,MATRIZ,ATIVA,2024-01-08,20071108,4649499,SP,7107,2062,"40000,00",MICRO EMPRESA,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
00464005000175,00464005,MATRIZ,ATIVA,2023-09-25,19950302,4330401,SP,6787,2062,"200000,00",DEMAIS,Impermeabilização em obras de engenharia civil,ALOJAMENTO E ALIMENTAÇÃO
04744781002808,04744781,FILIAL,ATIVA,2023-11-23,20031110,4781400,SP,7107,2062,"13000000,00",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
04744781008407,04744781,FILIAL,ATIVA,2023-11-23,20061004,4781400,SP,7071,2062,"13000000,00",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
04744781009136,04744781,FILIAL,ATIVA,2023-11-23,20080220,4781400,SP,7097,2062,"13000000,00",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
66012154000101,66012154,MATRIZ,ATIVA,2023-10-19,19910605,2822402,SP,7107,2062,"250000,00",MICRO EMPRESA,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",ALOJAMENTO E ALIMENTAÇÃO
71618045000172,71618045,MATRIZ,ATIVA,2023-03-27,19930525,4761003,SP,7107,2062,"0,00",MICRO EMPRESA,Comércio varejista de artigos de papelaria,ALOJAMENTO E ALIMENTAÇÃO
02138648000154,02138648,MATRIZ,ATIVA,2023-03-27,19970521,9430800,SP,7145,3999,"0,00",DEMAIS,Atividades de associações de defesa de direitos sociais,ALOJAMENTO E ALIMENTAÇÃO
09264099000103,09264099,MATRIZ,ATIVA,2023-05-17,20071114,4781400,SP,7107,2062,"20000,00",MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
06977182000131,06977182,MATRIZ,ATIVA,2023-08-09,20040819,5611203,SP,7107,2062,"20000,00",MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares",ALOJAMENTO E ALIMENTAÇÃO
11022749000156,11022749,MATRIZ,ATIVA,2023-12-13,20090723,6920601,SP,6273,2135,"50000,00",MICRO EMPRESA,Atividades de contabilidade,ALOJAMENTO E ALIMENTAÇÃO
04744781002808,04744781,FILIAL,ATIVA,2023-11-23,20031110,4781400,SP,7107,2062,"13000000,00",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
04744781008407,04744781,FILIAL,ATIVA,2023-11-23,20061004,4781400,SP,7071,2062,"13000000,00",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
04744781009136,04744781,FILIAL,ATIVA,2023-11-23,20080220,4781400,SP,7097,2062,"13000000,00",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
66051202000332,66051202,FILIAL,ATIVA,2023-01-18,20100331,9420100,SP,6643,3131,"0,00",DEMAIS,Atividades de organizações sindicais,ALOJAMENTO E ALIMENTAÇÃO
71722003000187,71722003,MATRIZ,ATIVA,2023-01-19,19930624,8111700,SP,6377,2062,"30000,00",DEMAIS,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",ALOJAMENTO E ALIMENTAÇÃO
02184221000273,02184221,FILIAL,ATIVA,2023-09-13,20060329,4789099,SP,7107,2135,"0,00",MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
09264368000131,09264368,MATRIZ,ATIVA,2023-01-27,20071107,7319002,SP,6477,2135,"5000,00",MICRO EMPRESA,Promoção de vendas,ALOJAMENTO E ALIMENTAÇÃO
00489996000140,00489996,MATRIZ,ATIVA,2023-10-24,19950106,4330402,SP,6131,2135,"0,00",MICRO EMPRESA,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material",ALOJAMENTO E ALIMENTAÇÃO
06988102000143,06988102,MATRIZ,ATIVA,2023-01-09,20040629,9430800,SP,7107,3999,"0,00",DEMAIS,Atividades de associações de defesa de direitos sociais,ALOJAMENTO E ALIMENTAÇÃO
11040761000193,11040761,MATRIZ,ATIVA,2023-08-28,20090812,1813099,SP,6219,2135,"2000,00",MICRO EMPRESA,Impressão de material para outros usos,ALOJAMENTO E ALIMENTAÇÃO
04750339000166,04750339,MATRIZ,ATIVA,2023-11-07,20011107,4616800,SP,7107,2062,"15000,00",MICRO EMPRESA,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",ALOJAMENTO E ALIMENTAÇÃO
66527524000143,66527524,MATRIZ,ATIVA,2023-01-01,19910710,4771703,SP,7107,2062,"0,00",MICRO EMPRESA,Comércio varejista de produtos farmacêuticos homeopáticos,ALOJAMENTO E ALIMENTAÇÃO
71920607000138,71920607,MATRIZ,ATIVA,2023-01-24,19930804,4530701,SP,6291,2135,"0,00",MICRO EMPRESA,Comércio por atacado de peças e acessórios novos para veículos automotores,ALOJAMENTO E ALIMENTAÇÃO
02199480000197,02199480,MATRIZ,ATIVA,2023-01-07,19971009,4329199,SP,7107,2062,"2000,00",DEMAIS,Outras obras de instalações em construções não especificadas anteriormente,ALOJAMENTO E ALIMENTAÇÃO
09266523000159,09266523,MATRIZ,ATIVA,2023-10-03,20071114,8230001,SP,7107,2135,"2000,00",MICRO EMPRESA,"Serviços de organização de feiras, congressos, exposições e festas",ALOJAMENTO E ALIMENTAÇÃO
00513170000170,00513170,MATRIZ,ATIVA,2023-11-10,19950323,4649408,SP,7037,2135,"0,00",DEMAIS,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",ALOJAMENTO E ALIMENTAÇÃO
07028585000105,07028585,MATRIZ,ATIVA,2023-12-15,20040920,4930202,SP,6615,2135,"0,00",MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",ALOJAMENTO E ALIMENTAÇÃO
11041459000230,11041459,FILIAL,ATIVA,2023-03-21,20091118,4723700,SP,6579,2062,"200000,00",MICRO EMPRESA,Comércio varejista de bebidas,ALOJAMENTO E ALIMENTAÇÃO
04836233000180,04836233,MATRIZ,ATIVA,2023-11-23,20011214,6201501,SP,7107,2240,"150000,00",DEMAIS,Desenvolvimento de programas de computador sob encomenda,ALOJAMENTO E ALIMENTAÇÃO
66613084000147,66613084,MATRIZ,ATIVA,2024-01-11,19910725,5611203,SP,6189,2135,"0,00",MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares",ALOJAMENTO E ALIMENTAÇÃO
72710387000180,72710387,MATRIZ,ATIVA,2023-04-25,19930818,4930203,SP,7075,2062,"10000,00",MICRO EMPRESA,Transporte rodoviário de produtos perigosos,ALOJAMENTO E ALIMENTAÇÃO
02210390000150,02210390,MATRIZ,ATIVA,2023-10-23,19970924,8299799,SP,7107,2240,"0,00",MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,ALOJAMENTO E ALIMENTAÇÃO
09268450000134,09268450,MATRIZ,ATIVA,2023-05-02,20071212,4755502,SP,6269,2135,"5000,00",MICRO EMPRESA,Comercio varejista de artigos de armarinho,ALOJAMENTO E ALIMENTAÇÃO
00574505000240,00574505,FILIAL,ATIVA,2024-01-07,19950306,6204000,SP,7107,2062,"0,00",MICRO EMPRESA,Consultoria em tecnologia da informação,ALOJAMENTO E ALIMENTAÇÃO
07068807000105,07068807,MATRIZ,ATIVA,2023-05-02,20041027,8591100,SP,6155,2135,"0,00",DEMAIS,Ensino de esportes,ALOJAMENTO E ALIMENTAÇÃO
04895242000141,04895242,MATRIZ,ATIVA,2023-01-17,20011211,4744003,SP,7107,2062,"50000,00",MICRO EMPRESA,Comércio varejista de materiais hidráulicos,ALOJAMENTO E ALIMENTAÇÃO
66637257000167,66637257,MATRIZ,ATIVA,2024-01-05,19910731,5611203,SP,7225,2062,"0,00",MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares",ALOJAMENTO E ALIMENTAÇÃO
72745649000142,72745649,MATRIZ,ATIVA,2023-01-01,19930824,4520001,SP,7107,2062,"0,00",MICRO EMPRESA,Serviços de manutenção e reparação mecânica de veículos automotores,ALOJAMENTO E ALIMENTAÇÃO
02215972000129,02215972,MATRIZ,ATIVA,2024-01-03,19971107,2449199,SP,6377,2062,"0,00",MICRO EMPRESA,Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
00596567000172,00596567,MATRIZ,ATIVA,2023-12-08,19950505,1412601,SP,6269,2135,"0,00",MICRO EMPRESA,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",ALOJAMENTO E ALIMENTAÇÃO
07080150000100,07080150,MATRIZ,ATIVA,2023-05-18,20041101,7911200,SP,7107,2062,"10000,00",EMPRESA DE PEQUENO PORTE,Agências de viagens,ALOJAMENTO E ALIMENTAÇÃO
11043629000135,11043629,MATRIZ,ATIVA,2023-10-26,20090731,4744099,SP,6969,2135,"8000,00",MICRO EMPRESA,Comércio varejista de materiais de construção em geral,ALOJAMENTO E ALIMENTAÇÃO
04970812000110,04970812,MATRIZ,ATIVA,2024-01-03,20020128,4751201,SP,7107,2062,"0,00",MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática,ALOJAMENTO E ALIMENTAÇÃO
66932864000150,66932864,MATRIZ,ATIVA,2023-12-21,19910925,4712100,SP,7107,2135,"0,00",MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",ALOJAMENTO E ALIMENTAÇÃO
73188237000111,73188237,MATRIZ,ATIVA,2023-03-27,19931215,4637199,SP,7225,2135,"0,00",MICRO EMPRESA,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
02245861000165,02245861,MATRIZ,ATIVA,2023-12-07,19971020,9430800,SP,6477,3999,"0,00",DEMAIS,Atividades de associações de defesa de direitos sociais,ALOJAMENTO E ALIMENTAÇÃO
09270238000101,09270238,MATRIZ,ATIVA,2023-10-24,20071128,4663000,SP,6377,2062,"5000,00",MICRO EMPRESA,Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças,ALOJAMENTO E ALIMENTAÇÃO
00602214000138,00602214,MATRIZ,ATIVA,2023-01-27,19950510,4530703,SP,6967,2062,"10000,00",MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores,ALOJAMENTO E ALIMENTAÇÃO
07085896000106,07085896,MATRIZ,ATIVA,2023-10-03,20040825,4647801,SP,7107,2062,"400000,00",MICRO EMPRESA,Comércio atacadista de artigos de escritório e de papelaria,ALOJAMENTO E ALIMENTAÇÃO
11043904000110,11043904,MATRIZ,ATIVA,2023-12-15,20090812,4530703,SP,6921,2135,"2000,00",MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores,ALOJAMENTO E ALIMENTAÇÃO
04994464000111,04994464,MATRIZ,ATIVA,2023-02-27,20020408,9491000,SP,6713,3999,"0,00",DEMAIS,Atividades de organizações religiosas ou filosóficas,ALOJAMENTO E ALIMENTAÇÃO
67079418000107,67079418,MATRIZ,ATIVA,2023-01-01,19911018,5611203,SP,7157,2135,"0,00",MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares",ALOJAMENTO E ALIMENTAÇÃO
73587602000241,73587602,FILIAL,ATIVA,2023-10-10,20130114,4753900,SP,7107,2062,"110000,00",EMPRESA DE PEQUENO PORTE,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,ALOJAMENTO E ALIMENTAÇÃO
02268495000240,02268495,FILIAL,ATIVA,2023-10-25,19990930,4784900,SP,6789,2062,"1000,00",MICRO EMPRESA,Comércio varejista de gás liqüefeito de petróleo (GLP),ALOJAMENTO E ALIMENTAÇÃO
09270759000169,09270759,MATRIZ,ATIVA,2023-03-14,20071105,4743100,SP,7107,2135,"15000,00",MICRO EMPRESA,Comércio varejista de vidros,ALOJAMENTO E ALIMENTAÇÃO
00625423000105,00625423,MATRIZ,ATIVA,2023-08-16,19950525,4930202,SP,6429,2062,"400000,00",MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",ALOJAMENTO E ALIMENTAÇÃO
07100014000126,07100014,MATRIZ,ATIVA,2023-08-03,20041103,4781400,SP,7175,2135,"0,00",MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
05135999000108,05135999,MATRIZ,ATIVA,2023-01-27,20020422,4681805,SP,7057,2062,"20000,00",DEMAIS,Comércio atacadista de lubrificantes,ALOJAMENTO E ALIMENTAÇÃO
67352484000109,67352484,MATRIZ,ATIVA,2023-06-30,19920301,9493600,SP,7107,3999,"0,00",DEMAIS,Atividades de organizações associativas ligadas à cultura e à arte,ALOJAMENTO E ALIMENTAÇÃO
74641325000190,74641325,MATRIZ,ATIVA,2024-01-05,19940415,8211300,SP,6361,2062,"1000,00",MICRO EMPRESA,Serviços combinados de escritório e apoio administrativo,ALOJAMENTO E ALIMENTAÇÃO
02311100000164,02311100,MATRIZ,ATIVA,2023-05-29,19971226,4613300,SP,2951,2062,"20000,00",MICRO EMPRESA,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",ALOJAMENTO E ALIMENTAÇÃO
09275291000103,09275291,MATRIZ,ATIVA,2023-09-14,20071218,4637199,SP,6713,2062,"68000,00",EMPRESA DE PEQUENO PORTE,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
00643653000199,00643653,MATRIZ,ATIVA,2023-02-09,19950608,4530703,SP,7097,2135,"30000,00",MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores,ALOJAMENTO E ALIMENTAÇÃO
07144109000141,07144109,MATRIZ,ATIVA,2023-03-22,20041130,4723700,SP,7107,2062,"400000,00",MICRO EMPRESA,Comércio varejista de bebidas,ALOJAMENTO E ALIMENTAÇÃO
11053689000139,11053689,MATRIZ,ATIVA,2023-03-14,20090803,5611204,SP,6723,2135,"6000,00",MICRO EMPRESA,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",ALOJAMENTO E ALIMENTAÇÃO
05158898000144,05158898,MATRIZ,ATIVA,2023-04-26,20020719,0161003,SP,6969,2062,"68000,00",MICRO EMPRESA,"Serviço de preparação de terreno, cultivo e colheita",ALOJAMENTO E ALIMENTAÇÃO
67352732000111,67352732,MATRIZ,ATIVA,2023-12-09,19920317,8299799,SP,7107,2240,"0,00",MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,ALOJAMENTO E ALIMENTAÇÃO
82212143000474,82212143,FILIAL,ATIVA,2023-03-29,20080212,4729699,SP,7107,2062,"200000,00",EMPRESA DE PEQUENO PORTE,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
02325100000113,02325100,MATRIZ,ATIVA,2023-09-04,19980120,7311400,SP,7107,2062,"0,00",DEMAIS,Agências de publicidade,ALOJAMENTO E ALIMENTAÇÃO
09275536000194,09275536,MATRIZ,ATIVA,2023-08-26,20071130,5620104,SP,6219,2135,"20000,00",MICRO EMPRESA,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,ALOJAMENTO E ALIMENTAÇÃO
00695096000150,00695096,MATRIZ,ATIVA,2023-01-27,19950410,4753900,SP,7107,2062,"10000,00",DEMAIS,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,ALOJAMENTO E ALIMENTAÇÃO
07149912000179,07149912,MATRIZ,ATIVA,2023-01-23,20041130,5611201,SP,3065,2135,"0,00",MICRO EMPRESA,Restaurantes e similares,ALOJAMENTO E ALIMENTAÇÃO
11055034000108,11055034,MATRIZ,ATIVA,2023-11-13,20090812,4530704,SP,7107,2135,"10000,00",MICRO EMPRESA,Comércio a varejo de peças e acessórios usados para veículos automotores,ALOJAMENTO E ALIMENTAÇÃO
05206662000136,05206662,MATRIZ,ATIVA,2023-01-10,20020805,4399103,SP,7079,2062,"10000,00",MICRO EMPRESA,Obras de alvenaria,ALOJAMENTO E ALIMENTAÇÃO
67457960000156,67457960,MATRIZ,ATIVA,2023-01-01,19920121,5829800,SP,7107,2062,"0,00",MICRO EMPRESA,"Edição integrada à impressão de cadastros, listas e de outros produtos gráficos",ALOJAMENTO E ALIMENTAÇÃO
84046101056652,84046101,FILIAL,ATIVA,2023-09-21,20120111,1095300,SP,6155,2054,"3089948049,43",DEMAIS,"Fabricação de especiarias, molhos, temperos e condimentos",ALOJAMENTO E ALIMENTAÇÃO
02407654000160,02407654,MATRIZ,ATIVA,2023-03-24,19980220,1822999,SP,7057,2062,"0,00",MICRO EMPRESA,"Serviços de acabamentos gráficos, exceto encadernação e plastificação",ALOJAMENTO E ALIMENTAÇÃO
09281052000158,09281052,MATRIZ,ATIVA,2023-12-12,20071107,4751201,SP,6563,2135,"50000,00",MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática,ALOJAMENTO E ALIMENTAÇÃO
07175028000109,07175028,MATRIZ,ATIVA,2023-01-06,20050111,8650003,SP,6371,2240,"5000,00",MICRO EMPRESA,Atividades de psicologia e psicanálise,ALOJAMENTO E ALIMENTAÇÃO
11056179000115,11056179,MATRIZ,ATIVA,2023-02-02,20090811,8219999,SP,7107,2135,"3000,00",MICRO EMPRESA,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
05228602000114,05228602,MATRIZ,ATIVA,2023-08-04,20020809,4930201,SP,6969,2062,"10000,00",MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",ALOJAMENTO E ALIMENTAÇÃO
67574798000156,67574798,MATRIZ,ATIVA,2023-11-27,19920218,4751201,SP,7107,2062,"3,00",MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática,ALOJAMENTO E ALIMENTAÇÃO
02512810000152,02512810,MATRIZ,ATIVA,2023-12-08,19980401,9430800,SP,6129,3999,"0,00",DEMAIS,Atividades de associações de defesa de direitos sociais,ALOJAMENTO E ALIMENTAÇÃO
00762789000118,00762789,MATRIZ,ATIVA,2023-01-12,19950817,4789003,SP,7107,2062,"210000,00",DEMAIS,Comércio varejista de objetos de arte,ALOJAMENTO E ALIMENTAÇÃO
07201799000123,07201799,MATRIZ,ATIVA,2023-08-30,20050201,4930202,SP,6847,2135,"100000,00",DEMAIS,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",ALOJAMENTO E ALIMENTAÇÃO
11059522000185,11059522,MATRIZ,ATIVA,2023-02-17,20090729,1412603,SP,6477,2062,"10000,00",MICRO EMPRESA,"Facção de peças do vestuário, exceto roupas íntimas",ALOJAMENTO E ALIMENTAÇÃO
